office,candidate,party,county,votes,district
Constitutional Amendments,NP,"1,154,662",Lamar,2147,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,Totals,Total,Lamar,7055,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"2,454,513",Lanier,1857,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"1,154,662",Lanier,744,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,Totals,Total,Lanier,2601,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"2,454,513",Laurens,13033,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"1,154,662",Laurens,4936,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,Totals,Total,Laurens,17969,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"2,454,513",Lee,8288,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"1,154,662",Lee,4001,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,Totals,Total,Lee,12289,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"2,454,513",Liberty,10371,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"1,154,662",Liberty,4460,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,Totals,Total,Liberty,14831,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"2,454,513",Lincoln,2566,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"1,154,662",Lincoln,1336,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,Totals,Total,Lincoln,3902,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"2,454,513",Long,2170,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"1,154,662",Long,879,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,Totals,Total,Long,3049,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"2,454,513",Lowndes,25286,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"1,154,662",Lowndes,10687,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,Totals,Total,Lowndes,35973,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"2,454,513",Lumpkin,6891,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"1,154,662",Lumpkin,3580,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,Totals,Total,Lumpkin,10471,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"2,454,513",Macon,3102,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"1,154,662",Macon,1102,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,Totals,Total,Macon,4204,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"2,454,513",Madison,7354,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"1,154,662",Madison,3062,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,Totals,Total,Madison,10416,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"2,454,513",Marion,1793,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"1,154,662",Marion,1038,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,Totals,Total,Marion,2831,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"2,454,513",Mcduffie,5713,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"1,154,662",Mcduffie,2878,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,Totals,Total,Mcduffie,8591,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"2,454,513",Mcintosh,3674,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"1,154,662",Mcintosh,1858,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,Totals,Total,Mcintosh,5532,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"2,454,513",Meriwether,5986,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"1,154,662",Meriwether,2561,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,Totals,Total,Meriwether,8547,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"2,454,513",Miller,1387,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"1,154,662",Miller,805,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,Totals,Total,Miller,2192,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"2,454,513",Mitchell,5429,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"1,154,662",Mitchell,2042,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,Totals,Total,Mitchell,7471,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"2,454,513",Monroe,7929,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"1,154,662",Monroe,3482,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,Totals,Total,Monroe,11411,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"2,454,513",Montgomery,2354,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"1,154,662",Montgomery,866,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,Totals,Total,Montgomery,3220,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"2,454,513",Morgan,5721,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"1,154,662",Morgan,2757,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,Totals,Total,Morgan,8478,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"2,454,513",Murray,6457,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"1,154,662",Murray,3397,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,Totals,Total,Murray,9854,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"2,454,513",Muscogee,44845,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"1,154,662",Muscogee,21350,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,Totals,Total,Muscogee,66195,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"2,454,513",Newton,27209,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"1,154,662",Newton,11384,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,Totals,Total,Newton,38593,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"2,454,513",Oconee,11121,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"1,154,662",Oconee,4895,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,Totals,Total,Oconee,16016,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"2,454,513",Oglethorpe,4069,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"1,154,662",Oglethorpe,1920,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,Totals,Total,Oglethorpe,5989,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"2,454,513",Paulding,35861,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"1,154,662",Paulding,18377,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,Totals,Total,Paulding,54238,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"2,454,513",Peach,7019,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"1,154,662",Peach,3039,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,Totals,Total,Peach,10058,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"2,454,513",Pickens,7698,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"1,154,662",Pickens,4157,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,Totals,Total,Pickens,11855,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"2,454,513",Pierce,4143,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"1,154,662",Pierce,1996,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,Totals,Total,Pierce,6139,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"2,454,513",Pike,5294,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"1,154,662",Pike,2262,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,Totals,Total,Pike,7556,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"2,454,513",Polk,8698,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"1,154,662",Polk,4551,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,Totals,Total,Polk,13249,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"2,454,513",Pulaski,2443,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"1,154,662",Pulaski,999,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,Totals,Total,Pulaski,3442,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"2,454,513",Putnam,5358,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"1,154,662",Putnam,2941,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,Totals,Total,Putnam,8299,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"2,454,513",Quitman,623,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"1,154,662",Quitman,268,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,Totals,Total,Quitman,891,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"2,454,513",Rabun,4467,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"1,154,662",Rabun,2551,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,Totals,Total,Rabun,7018,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"2,454,513",Randolph,1833,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"1,154,662",Randolph,963,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,Totals,Total,Randolph,2796,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"2,454,513",Richmond,48519,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"1,154,662",Richmond,23182,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,Totals,Total,Richmond,71701,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"2,454,513",Rockdale,23352,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"1,154,662",Rockdale,11891,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,Totals,Total,Rockdale,35243,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"2,454,513",Schley,854,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"1,154,662",Schley,671,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,Totals,Total,Schley,1525,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"2,454,513",Screven,3600,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"1,154,662",Screven,2116,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,Totals,Total,Screven,5716,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"2,454,513",Seminole,2472,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"1,154,662",Seminole,1174,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,Totals,Total,Seminole,3646,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"2,454,513",Spalding,15422,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"1,154,662",Spalding,7411,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,Totals,Total,Spalding,22833,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"2,454,513",Stephens,5699,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"1,154,662",Stephens,3691,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,Totals,Total,Stephens,9390,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"2,454,513",Stewart,1085,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"1,154,662",Stewart,561,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,Totals,Total,Stewart,1646,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"2,454,513",Sumter,7294,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"1,154,662",Sumter,3787,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,Totals,Total,Sumter,11081,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"2,454,513",Talbot,2094,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"1,154,662",Talbot,864,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,Totals,Total,Talbot,2958,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"2,454,513",Taliaferro,451,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"1,154,662",Taliaferro,320,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,Totals,Total,Taliaferro,771,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"2,454,513",Tattnall,4166,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"1,154,662",Tattnall,1729,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,Totals,Total,Tattnall,5895,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"2,454,513",Taylor,2115,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"1,154,662",Taylor,932,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,Totals,Total,Taylor,3047,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"2,454,513",Telfair,2364,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"1,154,662",Telfair,1514,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,Totals,Total,Telfair,3878,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"2,454,513",Terrell,2752,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"1,154,662",Terrell,1147,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,Totals,Total,Terrell,3899,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"2,454,513",Thomas,10834,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"1,154,662",Thomas,5569,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,Totals,Total,Thomas,16403,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"2,454,513",Tift,7932,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"1,154,662",Tift,5043,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,Totals,Total,Tift,12975,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"2,454,513",Toombs,6053,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"1,154,662",Toombs,2485,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,Totals,Total,Toombs,8538,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"2,454,513",Towns,3579,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"1,154,662",Towns,1590,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,Totals,Total,Towns,5169,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"2,454,513",Treutlen,1674,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"1,154,662",Treutlen,765,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,Totals,Total,Treutlen,2439,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"2,454,513",Troup,14514,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"1,154,662",Troup,9391,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,Totals,Total,Troup,23905,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"2,454,513",Turner,1982,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"1,154,662",Turner,1117,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,Totals,Total,Turner,3099,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"2,454,513",Twiggs,2781,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"1,154,662",Twiggs,1121,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,Totals,Total,Twiggs,3902,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"2,454,513",Union,6521,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"1,154,662",Union,3357,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,Totals,Total,Union,9878,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"2,454,513",Upson,7145,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"1,154,662",Upson,3111,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,Totals,Total,Upson,10256,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"2,454,513",Walker,14578,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"1,154,662",Walker,7365,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,Totals,Total,Walker,21943,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"2,454,513",Walton,21620,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"1,154,662",Walton,11490,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,Totals,Total,Walton,33110,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"2,454,513",Ware,7288,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"1,154,662",Ware,3855,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,Totals,Total,Ware,11143,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"2,454,513",Warren,1481,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"1,154,662",Warren,699,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,Totals,Total,Warren,2180,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"2,454,513",Washington,4689,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"1,154,662",Washington,3130,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,Totals,Total,Washington,7819,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"2,454,513",Wayne,5359,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"1,154,662",Wayne,4466,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,Totals,Total,Wayne,9825,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"2,454,513",Webster,533,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"1,154,662",Webster,394,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,Totals,Total,Webster,927,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"2,454,513",Wheeler,1341,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"1,154,662",Wheeler,575,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,Totals,Total,Wheeler,1916,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"2,454,513",White,6577,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"1,154,662",White,3540,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,Totals,Total,White,10117,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"2,454,513",Whitfield,17192,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"1,154,662",Whitfield,8275,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,Totals,Total,Whitfield,25467,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"2,454,513",Wilcox,1781,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"1,154,662",Wilcox,1069,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,Totals,Total,Wilcox,2850,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"2,454,513",Wilkes,2666,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"1,154,662",Wilkes,1693,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,Totals,Total,Wilkes,4359,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"2,454,513",Wilkinson,2782,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"1,154,662",Wilkinson,1307,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,Totals,Total,Wilkinson,4089,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"2,454,513",Worth,5218,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"1,154,662",Worth,2408,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,Totals,Total,Worth,7626,Encourage preservation of GA forests through conservation property tax reduction
Constitutional Amendments,NP,"1,868,112",Appling,2945,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,NP,"1,756,809",Appling,3143,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,Totals,Total,Appling,6088,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,NP,"1,868,112",Atkinson,1150,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,NP,"1,756,809",Atkinson,1279,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,Totals,Total,Atkinson,2429,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,NP,"1,868,112",Bacon,1767,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,NP,"1,756,809",Bacon,1625,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,Totals,Total,Bacon,3392,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,NP,"1,868,112",Baker,822,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,NP,"1,756,809",Baker,606,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,Totals,Total,Baker,1428,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,NP,"1,868,112",Baldwin,7878,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,NP,"1,756,809",Baldwin,7244,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,Totals,Total,Baldwin,15122,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,NP,"1,868,112",Banks,2380,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,NP,"1,756,809",Banks,3538,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,Totals,Total,Banks,5918,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,NP,"1,868,112",Barrow,11366,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,NP,"1,756,809",Barrow,11691,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,Totals,Total,Barrow,23057,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,NP,"1,868,112",Bartow,16653,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,NP,"1,756,809",Bartow,17187,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,Totals,Total,Bartow,33840,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,NP,"1,868,112",Ben hill,3063,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,NP,"1,756,809",Ben hill,2478,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,Totals,Total,Ben hill,5541,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,NP,"1,868,112",Berrien,2911,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,NP,"1,756,809",Berrien,3027,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,Totals,Total,Berrien,5938,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,NP,"1,868,112",Bibb,33785,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,NP,"1,756,809",Bibb,26863,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,Totals,Total,Bibb,60648,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,NP,"1,868,112",Bleckley,2412,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,NP,"1,756,809",Bleckley,2113,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,Totals,Total,Bleckley,4525,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,NP,"1,868,112",Brantley,2330,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,NP,"1,756,809",Brantley,3315,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,Totals,Total,Brantley,5645,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,NP,"1,868,112",Brooks,2628,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,NP,"1,756,809",Brooks,2874,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,Totals,Total,Brooks,5502,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,NP,"1,868,112",Bryan,6017,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,NP,"1,756,809",Bryan,5737,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,Totals,Total,Bryan,11754,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,NP,"1,868,112",Bulloch,12306,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,NP,"1,756,809",Bulloch,9759,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,Totals,Total,Bulloch,22065,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,NP,"1,868,112",Burke,4819,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,NP,"1,756,809",Burke,3791,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,Totals,Total,Burke,8610,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,NP,"1,868,112",Butts,4167,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,NP,"1,756,809",Butts,4164,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,Totals,Total,Butts,8331,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,NP,"1,868,112",Calhoun,1222,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,NP,"1,756,809",Calhoun,805,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,Totals,Total,Calhoun,2027,Local school districts to use tax funds for community redevelopment purposes
