county,office,district,party,candidate,votes,election_day,absentee,early_voting,provisional
Effingham,President,,REP,GEORGE PATAKI,1,1,0,0,0
Elbert,President,,REP,GEORGE PATAKI,1,1,0,0,0
Emanuel,President,,REP,GEORGE PATAKI,1,1,0,0,0
Evans,President,,REP,GEORGE PATAKI,0,0,0,0,0
Fannin,President,,REP,GEORGE PATAKI,2,2,0,0,0
Fayette,President,,REP,GEORGE PATAKI,3,3,0,0,0
Floyd,President,,REP,GEORGE PATAKI,2,1,0,1,0
Forsyth,President,,REP,GEORGE PATAKI,8,6,0,2,0
Franklin,President,,REP,GEORGE PATAKI,0,0,0,0,0
Fulton,President,,REP,GEORGE PATAKI,30,16,2,12,0
Gilmer,President,,REP,GEORGE PATAKI,0,0,0,0,0
Glascock,President,,REP,GEORGE PATAKI,0,0,0,0,0
Glynn,President,,REP,GEORGE PATAKI,4,4,0,0,0
Gordon,President,,REP,GEORGE PATAKI,1,0,0,1,0
Grady,President,,REP,GEORGE PATAKI,0,0,0,0,0
Greene,President,,REP,GEORGE PATAKI,1,0,0,1,0
Gwinnett,President,,REP,GEORGE PATAKI,15,11,1,3,0
Habersham,President,,REP,GEORGE PATAKI,1,0,0,1,0
Hall,President,,REP,GEORGE PATAKI,3,3,0,0,0
Hancock,President,,REP,GEORGE PATAKI,0,0,0,0,0
Haralson,President,,REP,GEORGE PATAKI,1,1,0,0,0
Harris,President,,REP,GEORGE PATAKI,0,0,0,0,0
Hart,President,,REP,GEORGE PATAKI,0,0,0,0,0
Heard,President,,REP,GEORGE PATAKI,0,0,0,0,0
Henry,President,,REP,GEORGE PATAKI,3,1,0,2,0
Houston,President,,REP,GEORGE PATAKI,4,1,1,2,0
Irwin,President,,REP,GEORGE PATAKI,0,0,0,0,0
Jackson,President,,REP,GEORGE PATAKI,0,0,0,0,0
Jasper,President,,REP,GEORGE PATAKI,0,0,0,0,0
Jeff Davis,President,,REP,GEORGE PATAKI,1,0,0,1,0
Jefferson,President,,REP,GEORGE PATAKI,1,1,0,0,0
Jenkins,President,,REP,GEORGE PATAKI,0,0,0,0,0
Johnson,President,,REP,GEORGE PATAKI,0,0,0,0,0
Jones,President,,REP,GEORGE PATAKI,0,0,0,0,0
Lamar,President,,REP,GEORGE PATAKI,0,0,0,0,0
Lanier,President,,REP,GEORGE PATAKI,0,0,0,0,0
Laurens,President,,REP,GEORGE PATAKI,2,2,0,0,0
Lee,President,,REP,GEORGE PATAKI,0,0,0,0,0
Liberty,President,,REP,GEORGE PATAKI,0,0,0,0,0
Lincoln,President,,REP,GEORGE PATAKI,0,0,0,0,0
Long,President,,REP,GEORGE PATAKI,0,0,0,0,0
Lowndes,President,,REP,GEORGE PATAKI,3,2,0,1,0
Lumpkin,President,,REP,GEORGE PATAKI,0,0,0,0,0
Macon,President,,REP,GEORGE PATAKI,1,1,0,0,0
Madison,President,,REP,GEORGE PATAKI,0,0,0,0,0
Marion,President,,REP,GEORGE PATAKI,0,0,0,0,0
McDuffie,President,,REP,GEORGE PATAKI,0,0,0,0,0
McIntosh,President,,REP,GEORGE PATAKI,1,1,0,0,0
Meriwether,President,,REP,GEORGE PATAKI,0,0,0,0,0
Miller,President,,REP,GEORGE PATAKI,0,0,0,0,0
Mitchell,President,,REP,GEORGE PATAKI,0,0,0,0,0
Monroe,President,,REP,GEORGE PATAKI,0,0,0,0,0
Montgomery,President,,REP,GEORGE PATAKI,0,0,0,0,0
Morgan,President,,REP,GEORGE PATAKI,1,1,0,0,0
Murray,President,,REP,GEORGE PATAKI,0,0,0,0,0
Muscogee,President,,REP,GEORGE PATAKI,3,1,1,1,0
Newton,President,,REP,GEORGE PATAKI,0,0,0,0,0
Oconee,President,,REP,GEORGE PATAKI,1,0,0,1,0
Oglethorpe,President,,REP,GEORGE PATAKI,1,1,0,0,0
Paulding,President,,REP,GEORGE PATAKI,4,0,0,4,0
Peach,President,,REP,GEORGE PATAKI,1,1,0,0,0
Pickens,President,,REP,GEORGE PATAKI,5,4,0,1,0
Pierce,President,,REP,GEORGE PATAKI,0,0,0,0,0
Pike,President,,REP,GEORGE PATAKI,0,0,0,0,0
Polk,President,,REP,GEORGE PATAKI,1,0,0,1,0
Pulaski,President,,REP,GEORGE PATAKI,0,0,0,0,0
Putnam,President,,REP,GEORGE PATAKI,1,1,0,0,0
Quitman,President,,REP,GEORGE PATAKI,0,0,0,0,0
Rabun,President,,REP,GEORGE PATAKI,0,0,0,0,0
Randolph,President,,REP,GEORGE PATAKI,1,0,0,1,0
Richmond,President,,REP,GEORGE PATAKI,3,3,0,0,0
Rockdale,President,,REP,GEORGE PATAKI,2,1,0,1,0
Schley,President,,REP,GEORGE PATAKI,0,0,0,0,0
Screven,President,,REP,GEORGE PATAKI,0,0,0,0,0
Seminole,President,,REP,GEORGE PATAKI,1,1,0,0,0
Spalding,President,,REP,GEORGE PATAKI,0,0,0,0,0
Stephens,President,,REP,GEORGE PATAKI,0,0,0,0,0
Stewart,President,,REP,GEORGE PATAKI,1,1,0,0,0
Sumter,President,,REP,GEORGE PATAKI,1,1,0,0,0
Talbot,President,,REP,GEORGE PATAKI,0,0,0,0,0
Taliaferro,President,,REP,GEORGE PATAKI,0,0,0,0,0
Tattnall,President,,REP,GEORGE PATAKI,0,0,0,0,0
Taylor,President,,REP,GEORGE PATAKI,0,0,0,0,0
Telfair,President,,REP,GEORGE PATAKI,0,0,0,0,0
Terrell,President,,REP,GEORGE PATAKI,1,1,0,0,0
Thomas,President,,REP,GEORGE PATAKI,3,2,0,1,0
Tift,President,,REP,GEORGE PATAKI,1,1,0,0,0
Toombs,President,,REP,GEORGE PATAKI,2,2,0,0,0
Towns,President,,REP,GEORGE PATAKI,0,0,0,0,0
Treutlen,President,,REP,GEORGE PATAKI,0,0,0,0,0
Troup,President,,REP,GEORGE PATAKI,1,1,0,0,0
Turner,President,,REP,GEORGE PATAKI,0,0,0,0,0
Twiggs,President,,REP,GEORGE PATAKI,0,0,0,0,0
Union,President,,REP,GEORGE PATAKI,1,0,0,1,0
Upson,President,,REP,GEORGE PATAKI,0,0,0,0,0
Walker,President,,REP,GEORGE PATAKI,2,1,0,1,0
Walton,President,,REP,GEORGE PATAKI,5,5,0,0,0
Ware,President,,REP,GEORGE PATAKI,1,0,0,1,0
Warren,President,,REP,GEORGE PATAKI,0,0,0,0,0
Washington,President,,REP,GEORGE PATAKI,0,0,0,0,0
Wayne,President,,REP,GEORGE PATAKI,2,2,0,0,0
Webster,President,,REP,GEORGE PATAKI,0,0,0,0,0
Wheeler,President,,REP,GEORGE PATAKI,0,0,0,0,0
White,President,,REP,GEORGE PATAKI,1,1,0,0,0
Whitfield,President,,REP,GEORGE PATAKI,5,4,0,1,0
Wilcox,President,,REP,GEORGE PATAKI,0,0,0,0,0
Wilkes,President,,REP,GEORGE PATAKI,0,0,0,0,0
Wilkinson,President,,REP,GEORGE PATAKI,1,1,0,0,0
Worth,President,,REP,GEORGE PATAKI,2,1,0,1,0
,President,,REP,RAND PAUL,2910,2481,61,360,8
Appling,President,,REP,RAND PAUL,6,6,0,0,0
Atkinson,President,,REP,RAND PAUL,0,0,0,0,0
Bacon,President,,REP,RAND PAUL,0,0,0,0,0
Baker,President,,REP,RAND PAUL,2,1,0,1,0
Baldwin,President,,REP,RAND PAUL,12,11,0,1,0
Banks,President,,REP,RAND PAUL,6,6,0,0,0
Barrow,President,,REP,RAND PAUL,35,33,0,2,0
Bartow,President,,REP,RAND PAUL,54,51,0,3,0
Ben Hill,President,,REP,RAND PAUL,2,2,0,0,0
Berrien,President,,REP,RAND PAUL,5,3,1,1,0
Bibb,President,,REP,RAND PAUL,36,35,0,1,0
Bleckley,President,,REP,RAND PAUL,3,3,0,0,0
Brantley,President,,REP,RAND PAUL,13,12,0,1,0
Brooks,President,,REP,RAND PAUL,1,1,0,0,0
Bryan,President,,REP,RAND PAUL,10,9,1,0,0
Bulloch,President,,REP,RAND PAUL,20,18,1,1,0
Burke,President,,REP,RAND PAUL,5,3,0,2,0
Butts,President,,REP,RAND PAUL,3,2,0,1,0
Calhoun,President,,REP,RAND PAUL,0,0,0,0,0
Camden,President,,REP,RAND PAUL,21,20,0,1,0
Candler,President,,REP,RAND PAUL,5,2,0,3,0
Carroll,President,,REP,RAND PAUL,52,45,0,7,0
Catoosa,President,,REP,RAND PAUL,27,26,0,1,0
Charlton,President,,REP,RAND PAUL,5,4,0,1,0
Chatham,President,,REP,RAND PAUL,72,64,2,6,0
Chattahoochee,President,,REP,RAND PAUL,1,0,0,1,0
Chattooga,President,,REP,RAND PAUL,6,5,0,1,0
Cherokee,President,,REP,RAND PAUL,129,98,3,28,0
Clarke,President,,REP,RAND PAUL,38,35,1,2,0
Clay,President,,REP,RAND PAUL,0,0,0,0,0
Clayton,President,,REP,RAND PAUL,21,15,1,5,0
Clinch,President,,REP,RAND PAUL,4,1,0,3,0
Cobb,President,,REP,RAND PAUL,287,262,4,20,1
Coffee,President,,REP,RAND PAUL,1,1,0,0,0
Colquitt,President,,REP,RAND PAUL,7,7,0,0,0
Columbia,President,,REP,RAND PAUL,54,52,0,2,0
Cook,President,,REP,RAND PAUL,3,3,0,0,0
Coweta,President,,REP,RAND PAUL,63,57,1,5,0
Crawford,President,,REP,RAND PAUL,2,2,0,0,0
Crisp,President,,REP,RAND PAUL,2,2,0,0,0
Dade,President,,REP,RAND PAUL,12,8,0,4,0
Dawson,President,,REP,RAND PAUL,7,6,0,1,0
Decatur,President,,REP,RAND PAUL,3,3,0,0,0
DeKalb,President,,REP,RAND PAUL,153,143,1,7,2
Dodge,President,,REP,RAND PAUL,5,5,0,0,0
Dooly,President,,REP,RAND PAUL,0,0,0,0,0
Dougherty,President,,REP,RAND PAUL,14,14,0,0,0
Douglas,President,,REP,RAND PAUL,32,26,0,6,0
Early,President,,REP,RAND PAUL,1,1,0,0,0
Echols,President,,REP,RAND PAUL,2,2,0,0,0
Effingham,President,,REP,RAND PAUL,34,33,0,1,0
Elbert,President,,REP,RAND PAUL,4,3,0,1,0
Emanuel,President,,REP,RAND PAUL,5,5,0,0,0
Evans,President,,REP,RAND PAUL,1,1,0,0,0
Fannin,President,,REP,RAND PAUL,4,3,1,0,0
Fayette,President,,REP,RAND PAUL,40,37,0,3,0
Floyd,President,,REP,RAND PAUL,27,23,2,2,0
Forsyth,President,,REP,RAND PAUL,90,61,0,28,1
Franklin,President,,REP,RAND PAUL,8,8,0,0,0
Fulton,President,,REP,RAND PAUL,229,191,7,30,1
Gilmer,President,,REP,RAND PAUL,14,13,0,1,0
Glascock,President,,REP,RAND PAUL,1,1,0,0,0
Glynn,President,,REP,RAND PAUL,31,25,1,5,0
Gordon,President,,REP,RAND PAUL,17,15,0,2,0
Grady,President,,REP,RAND PAUL,5,5,0,0,0
Greene,President,,REP,RAND PAUL,2,2,0,0,0
Gwinnett,President,,REP,RAND PAUL,233,206,6,20,1
Habersham,President,,REP,RAND PAUL,7,4,0,2,1
Hall,President,,REP,RAND PAUL,66,51,8,7,0
Hancock,President,,REP,RAND PAUL,2,1,1,0,0
Haralson,President,,REP,RAND PAUL,11,11,0,0,0
Harris,President,,REP,RAND PAUL,11,9,1,1,0
Hart,President,,REP,RAND PAUL,3,2,0,1,0
Heard,President,,REP,RAND PAUL,2,1,0,1,0
Henry,President,,REP,RAND PAUL,58,46,2,10,0
Houston,President,,REP,RAND PAUL,55,41,1,13,0
Irwin,President,,REP,RAND PAUL,0,0,0,0,0
Jackson,President,,REP,RAND PAUL,19,15,1,3,0
Jasper,President,,REP,RAND PAUL,4,3,0,1,0
Jeff Davis,President,,REP,RAND PAUL,2,2,0,0,0
Jefferson,President,,REP,RAND PAUL,0,0,0,0,0
Jenkins,President,,REP,RAND PAUL,1,0,0,1,0
Johnson,President,,REP,RAND PAUL,4,3,0,1,0
Jones,President,,REP,RAND PAUL,13,9,2,2,0
Lamar,President,,REP,RAND PAUL,10,6,1,3,0
Lanier,President,,REP,RAND PAUL,1,0,0,1,0
Laurens,President,,REP,RAND PAUL,8,6,0,2,0
Lee,President,,REP,RAND PAUL,10,7,1,2,0
Liberty,President,,REP,RAND PAUL,8,7,0,1,0
Lincoln,President,,REP,RAND PAUL,0,0,0,0,0
Long,President,,REP,RAND PAUL,3,2,0,1,0
Lowndes,President,,REP,RAND PAUL,15,10,0,4,1
Lumpkin,President,,REP,RAND PAUL,18,15,0,3,0
Macon,President,,REP,RAND PAUL,2,0,0,2,0
Madison,President,,REP,RAND PAUL,14,13,0,1,0
Marion,President,,REP,RAND PAUL,2,2,0,0,0
McDuffie,President,,REP,RAND PAUL,4,4,0,0,0
McIntosh,President,,REP,RAND PAUL,4,3,0,1,0
Meriwether,President,,REP,RAND PAUL,5,4,0,1,0
Miller,President,,REP,RAND PAUL,2,2,0,0,0
Mitchell,President,,REP,RAND PAUL,2,2,0,0,0
Monroe,President,,REP,RAND PAUL,6,4,0,2,0
Montgomery,President,,REP,RAND PAUL,7,7,0,0,0
Morgan,President,,REP,RAND PAUL,6,5,0,1,0
Murray,President,,REP,RAND PAUL,13,12,0,1,0
Muscogee,President,,REP,RAND PAUL,26,25,0,1,0
Newton,President,,REP,RAND PAUL,29,19,1,9,0
Oconee,President,,REP,RAND PAUL,22,19,1,2,0
Oglethorpe,President,,REP,RAND PAUL,10,8,0,2,0
Paulding,President,,REP,RAND PAUL,61,44,1,16,0
Peach,President,,REP,RAND PAUL,4,4,0,0,0
Pickens,President,,REP,RAND PAUL,15,11,0,4,0
Pierce,President,,REP,RAND PAUL,10,8,0,2,0
Pike,President,,REP,RAND PAUL,12,9,1,2,0
Polk,President,,REP,RAND PAUL,9,8,0,1,0
Pulaski,President,,REP,RAND PAUL,1,1,0,0,0
Putnam,President,,REP,RAND PAUL,5,5,0,0,0
Quitman,President,,REP,RAND PAUL,0,0,0,0,0
Rabun,President,,REP,RAND PAUL,7,4,0,3,0
Randolph,President,,REP,RAND PAUL,1,1,0,0,0
Richmond,President,,REP,RAND PAUL,30,28,0,2,0
Rockdale,President,,REP,RAND PAUL,8,7,0,1,0
Schley,President,,REP,RAND PAUL,0,0,0,0,0
Screven,President,,REP,RAND PAUL,0,0,0,0,0
Seminole,President,,REP,RAND PAUL,4,4,0,0,0
Spalding,President,,REP,RAND PAUL,21,17,1,3,0
Stephens,President,,REP,RAND PAUL,6,3,0,3,0
Stewart,President,,REP,RAND PAUL,4,4,0,0,0
Sumter,President,,REP,RAND PAUL,4,3,0,1,0
Talbot,President,,REP,RAND PAUL,4,4,0,0,0
Taliaferro,President,,REP,RAND PAUL,0,0,0,0,0
Tattnall,President,,REP,RAND PAUL,1,1,0,0,0
Taylor,President,,REP,RAND PAUL,0,0,0,0,0
Telfair,President,,REP,RAND PAUL,1,1,0,0,0
Terrell,President,,REP,RAND PAUL,4,3,0,1,0
Thomas,President,,REP,RAND PAUL,10,8,0,2,0
Tift,President,,REP,RAND PAUL,4,4,0,0,0
Toombs,President,,REP,RAND PAUL,4,4,0,0,0
Towns,President,,REP,RAND PAUL,9,8,0,1,0
Treutlen,President,,REP,RAND PAUL,0,0,0,0,0
Troup,President,,REP,RAND PAUL,14,12,0,2,0
Turner,President,,REP,RAND PAUL,5,4,0,1,0
Twiggs,President,,REP,RAND PAUL,2,2,0,0,0
Union,President,,REP,RAND PAUL,12,7,0,5,0
Upson,President,,REP,RAND PAUL,6,5,1,0,0
Walker,President,,REP,RAND PAUL,20,17,0,3,0
Walton,President,,REP,RAND PAUL,44,43,1,0,0
Ware,President,,REP,RAND PAUL,17,15,0,2,0
Warren,President,,REP,RAND PAUL,2,2,0,0,0
Washington,President,,REP,RAND PAUL,3,3,0,0,0
Wayne,President,,REP,RAND PAUL,13,10,2,1,0
Webster,President,,REP,RAND PAUL,1,0,0,1,0
Wheeler,President,,REP,RAND PAUL,1,1,0,0,0
White,President,,REP,RAND PAUL,11,11,0,0,0
Whitfield,President,,REP,RAND PAUL,32,29,0,3,0
Wilcox,President,,REP,RAND PAUL,2,0,1,1,0
Wilkes,President,,REP,RAND PAUL,3,2,0,1,0
Wilkinson,President,,REP,RAND PAUL,4,2,0,2,0
Worth,President,,REP,RAND PAUL,7,5,0,2,0
,President,,REP,MARCO RUBIO,316836,249652,6070,60335,779
Appling,President,,REP,MARCO RUBIO,462,360,23,79,0
Atkinson,President,,REP,MARCO RUBIO,73,57,0,16,0
Bacon,President,,REP,MARCO RUBIO,246,180,1,65,0
Baker,President,,REP,MARCO RUBIO,42,28,2,12,0
Baldwin,President,,REP,MARCO RUBIO,962,699,25,237,1
Banks,President,,REP,MARCO RUBIO,444,354,11,78,1
Barrow,President,,REP,MARCO RUBIO,2050,1664,31,355,0
Bartow,President,,REP,MARCO RUBIO,3262,2664,36,559,3
Ben Hill,President,,REP,MARCO RUBIO,196,119,3,73,1
Berrien,President,,REP,MARCO RUBIO,242,179,8,54,1
Bibb,President,,REP,MARCO RUBIO,3531,3108,92,320,11
Bleckley,President,,REP,MARCO RUBIO,412,304,9,99,0
Brantley,President,,REP,MARCO RUBIO,319,273,5,41,0
Brooks,President,,REP,MARCO RUBIO,267,205,10,50,2
Bryan,President,,REP,MARCO RUBIO,1295,936,15,343,1
Bulloch,President,,REP,MARCO RUBIO,1766,1542,25,197,2
Burke,President,,REP,MARCO RUBIO,375,272,13,90,0
Butts,President,,REP,MARCO RUBIO,597,330,13,254,0
Calhoun,President,,REP,MARCO RUBIO,69,61,2,6,0
Camden,President,,REP,MARCO RUBIO,1228,1007,42,178,1
Candler,President,,REP,MARCO RUBIO,322,109,8,205,0
Carroll,President,,REP,MARCO RUBIO,3381,2662,30,683,6
Catoosa,President,,REP,MARCO RUBIO,2434,1813,23,594,4
Charlton,President,,REP,MARCO RUBIO,209,152,1,55,1
Chatham,President,,REP,MARCO RUBIO,7848,6805,113,929,1
Chattahoochee,President,,REP,MARCO RUBIO,30,23,0,7,0
Chattooga,President,,REP,MARCO RUBIO,523,386,6,131,0
Cherokee,President,,REP,MARCO RUBIO,13475,10032,216,3219,8
Clarke,President,,REP,MARCO RUBIO,3114,2701,60,344,9
Clay,President,,REP,MARCO RUBIO,57,33,1,23,0
Clayton,President,,REP,MARCO RUBIO,1642,1197,41,402,2
Clinch,President,,REP,MARCO RUBIO,111,86,1,24,0
Cobb,President,,REP,MARCO RUBIO,38769,32318,896,5504,51
Coffee,President,,REP,MARCO RUBIO,580,415,3,162,0
Colquitt,President,,REP,MARCO RUBIO,773,568,12,193,0
Columbia,President,,REP,MARCO RUBIO,5751,4347,152,1250,2
Cook,President,,REP,MARCO RUBIO,240,168,7,65,0
Coweta,President,,REP,MARCO RUBIO,5831,4825,111,892,3
Crawford,President,,REP,MARCO RUBIO,249,188,5,55,1
Crisp,President,,REP,MARCO RUBIO,399,267,8,124,0
Dade,President,,REP,MARCO RUBIO,662,530,2,130,0
Dawson,President,,REP,MARCO RUBIO,1094,737,23,334,0
Decatur,President,,REP,MARCO RUBIO,546,448,13,84,1
DeKalb,President,,REP,MARCO RUBIO,18304,15579,380,2272,73
Dodge,President,,REP,MARCO RUBIO,486,373,17,96,0
Dooly,President,,REP,MARCO RUBIO,157,118,5,34,0
Dougherty,President,,REP,MARCO RUBIO,1149,1032,16,100,1
Douglas,President,,REP,MARCO RUBIO,3404,2381,55,966,2
Early,President,,REP,MARCO RUBIO,223,171,3,49,0
Echols,President,,REP,MARCO RUBIO,37,21,2,14,0
Effingham,President,,REP,MARCO RUBIO,1490,1256,18,216,0
Elbert,President,,REP,MARCO RUBIO,562,353,12,195,2
Emanuel,President,,REP,MARCO RUBIO,463,355,13,95,0
Evans,President,,REP,MARCO RUBIO,309,189,7,113,0
Fannin,President,,REP,MARCO RUBIO,863,635,26,201,1
Fayette,President,,REP,MARCO RUBIO,7258,5477,105,1671,5
Floyd,President,,REP,MARCO RUBIO,3152,2477,42,623,10
Forsyth,President,,REP,MARCO RUBIO,12072,8739,163,3145,25
Franklin,President,,REP,MARCO RUBIO,738,566,24,147,1
Fulton,President,,REP,MARCO RUBIO,35325,29333,395,5364,233
Gilmer,President,,REP,MARCO RUBIO,1159,852,45,257,5
Glascock,President,,REP,MARCO RUBIO,88,58,5,25,0
Glynn,President,,REP,MARCO RUBIO,2543,1873,31,634,5
Gordon,President,,REP,MARCO RUBIO,1427,1129,24,271,3
Grady,President,,REP,MARCO RUBIO,555,392,11,152,0
Greene,President,,REP,MARCO RUBIO,982,589,12,381,0
Gwinnett,President,,REP,MARCO RUBIO,29800,25061,580,4012,147
Habersham,President,,REP,MARCO RUBIO,1494,797,48,646,3
Hall,President,,REP,MARCO RUBIO,6791,5452,179,1148,12
Hancock,President,,REP,MARCO RUBIO,64,45,9,9,1
Haralson,President,,REP,MARCO RUBIO,787,661,11,114,1
Harris,President,,REP,MARCO RUBIO,1291,1029,30,232,0
Hart,President,,REP,MARCO RUBIO,810,556,25,229,0
Heard,President,,REP,MARCO RUBIO,217,170,6,41,0
Henry,President,,REP,MARCO RUBIO,5766,3960,84,1702,20
Houston,President,,REP,MARCO RUBIO,4135,2921,57,1152,5
Irwin,President,,REP,MARCO RUBIO,157,99,3,53,2
Jackson,President,,REP,MARCO RUBIO,2398,1808,35,554,1
Jasper,President,,REP,MARCO RUBIO,371,271,13,87,0
Jeff Davis,President,,REP,MARCO RUBIO,366,259,10,97,0
Jefferson,President,,REP,MARCO RUBIO,269,206,5,56,2
Jenkins,President,,REP,MARCO RUBIO,162,108,6,48,0
Johnson,President,,REP,MARCO RUBIO,176,124,3,49,0
Jones,President,,REP,MARCO RUBIO,737,529,34,174,0
Lamar,President,,REP,MARCO RUBIO,450,330,11,108,1
Lanier,President,,REP,MARCO RUBIO,113,76,1,34,2
Laurens,President,,REP,MARCO RUBIO,1285,1002,39,243,1
Lee,President,,REP,MARCO RUBIO,829,689,11,129,0
Liberty,President,,REP,MARCO RUBIO,563,444,5,114,0
Lincoln,President,,REP,MARCO RUBIO,263,186,3,74,0
Long,President,,REP,MARCO RUBIO,143,122,0,20,1
Lowndes,President,,REP,MARCO RUBIO,2005,1254,60,657,34
Lumpkin,President,,REP,MARCO RUBIO,1032,745,14,268,5
Macon,President,,REP,MARCO RUBIO,135,93,3,39,0
Madison,President,,REP,MARCO RUBIO,853,675,19,159,0
Marion,President,,REP,MARCO RUBIO,95,69,0,26,0
McDuffie,President,,REP,MARCO RUBIO,503,377,25,101,0
McIntosh,President,,REP,MARCO RUBIO,299,192,15,92,0
Meriwether,President,,REP,MARCO RUBIO,491,419,3,69,0
Miller,President,,REP,MARCO RUBIO,139,109,9,21,0
Mitchell,President,,REP,MARCO RUBIO,299,217,2,79,1
Monroe,President,,REP,MARCO RUBIO,1015,827,20,167,1
Montgomery,President,,REP,MARCO RUBIO,200,168,2,30,0
Morgan,President,,REP,MARCO RUBIO,873,639,8,226,0
Murray,President,,REP,MARCO RUBIO,673,560,7,106,0
Muscogee,President,,REP,MARCO RUBIO,3440,2913,93,418,16
Newton,President,,REP,MARCO RUBIO,2427,1861,38,528,0
Oconee,President,,REP,MARCO RUBIO,2583,2014,27,538,4
Oglethorpe,President,,REP,MARCO RUBIO,439,327,20,92,0
Paulding,President,,REP,MARCO RUBIO,5044,3573,87,1379,5
Peach,President,,REP,MARCO RUBIO,516,385,11,120,0
Pickens,President,,REP,MARCO RUBIO,1330,954,12,364,0
Pierce,President,,REP,MARCO RUBIO,598,388,17,193,0
Pike,President,,REP,MARCO RUBIO,678,501,24,153,0
Polk,President,,REP,MARCO RUBIO,944,644,15,285,0
Pulaski,President,,REP,MARCO RUBIO,262,167,14,81,0
Putnam,President,,REP,MARCO RUBIO,849,640,23,186,0
Quitman,President,,REP,MARCO RUBIO,45,28,3,14,0
Rabun,President,,REP,MARCO RUBIO,771,370,77,324,0
Randolph,President,,REP,MARCO RUBIO,79,58,1,20,0
Richmond,President,,REP,MARCO RUBIO,3269,2674,87,504,4
Rockdale,President,,REP,MARCO RUBIO,2140,1353,36,747,4
Schley,President,,REP,MARCO RUBIO,110,70,2,38,0
Screven,President,,REP,MARCO RUBIO,327,247,7,73,0
Seminole,President,,REP,MARCO RUBIO,248,211,4,32,1
Spalding,President,,REP,MARCO RUBIO,1938,1356,31,549,2
Stephens,President,,REP,MARCO RUBIO,921,483,43,394,1
Stewart,President,,REP,MARCO RUBIO,37,30,1,6,0
Sumter,President,,REP,MARCO RUBIO,548,399,7,142,0
Talbot,President,,REP,MARCO RUBIO,73,59,3,11,0
Taliaferro,President,,REP,MARCO RUBIO,24,11,1,12,0
Tattnall,President,,REP,MARCO RUBIO,458,323,14,120,1
Taylor,President,,REP,MARCO RUBIO,141,101,3,37,0
Telfair,President,,REP,MARCO RUBIO,171,144,5,22,0
Terrell,President,,REP,MARCO RUBIO,138,102,9,27,0
Thomas,President,,REP,MARCO RUBIO,1307,953,23,330,1
Tift,President,,REP,MARCO RUBIO,924,630,19,272,3
Toombs,President,,REP,MARCO RUBIO,728,543,20,164,1
Towns,President,,REP,MARCO RUBIO,611,374,23,211,3
Treutlen,President,,REP,MARCO RUBIO,98,61,11,25,1
Troup,President,,REP,MARCO RUBIO,1787,1408,48,326,5
Turner,President,,REP,MARCO RUBIO,120,84,0,35,1
Twiggs,President,,REP,MARCO RUBIO,124,105,6,13,0
Union,President,,REP,MARCO RUBIO,1037,679,21,337,0
Upson,President,,REP,MARCO RUBIO,625,430,14,181,0
Walker,President,,REP,MARCO RUBIO,2157,1597,36,524,0
Walton,President,,REP,MARCO RUBIO,3441,2909,72,459,1
Ware,President,,REP,MARCO RUBIO,669,535,5,129,0
Warren,President,,REP,MARCO RUBIO,96,51,1,44,0
Washington,President,,REP,MARCO RUBIO,502,366,14,119,3
Wayne,President,,REP,MARCO RUBIO,666,479,22,164,1
Webster,President,,REP,MARCO RUBIO,46,28,3,15,0
Wheeler,President,,REP,MARCO RUBIO,80,68,3,9,0
White,President,,REP,MARCO RUBIO,1049,753,45,251,0
Whitfield,President,,REP,MARCO RUBIO,2674,2220,40,412,2
Wilcox,President,,REP,MARCO RUBIO,104,81,6,17,0
Wilkes,President,,REP,MARCO RUBIO,279,183,3,93,0
Wilkinson,President,,REP,MARCO RUBIO,166,138,9,19,0
Worth,President,,REP,MARCO RUBIO,325,242,7,76,0
,President,,REP,RICK SANTORUM,539,407,17,110,5
Appling,President,,REP,RICK SANTORUM,0,0,0,0,0
Atkinson,President,,REP,RICK SANTORUM,0,0,0,0,0
Bacon,President,,REP,RICK SANTORUM,2,2,0,0,0
Baker,President,,REP,RICK SANTORUM,0,0,0,0,0
Baldwin,President,,REP,RICK SANTORUM,4,3,0,1,0
Banks,President,,REP,RICK SANTORUM,5,4,0,1,0
Barrow,President,,REP,RICK SANTORUM,7,4,0,3,0
Bartow,President,,REP,RICK SANTORUM,5,5,0,0,0
Ben Hill,President,,REP,RICK SANTORUM,0,0,0,0,0
Berrien,President,,REP,RICK SANTORUM,0,0,0,0,0
Bibb,President,,REP,RICK SANTORUM,2,1,1,0,0
Bleckley,President,,REP,RICK SANTORUM,1,0,0,1,0
Brantley,President,,REP,RICK SANTORUM,2,2,0,0,0
Brooks,President,,REP,RICK SANTORUM,0,0,0,0,0
Bryan,President,,REP,RICK SANTORUM,0,0,0,0,0
Bulloch,President,,REP,RICK SANTORUM,1,1,0,0,0
Burke,President,,REP,RICK SANTORUM,0,0,0,0,0
Butts,President,,REP,RICK SANTORUM,1,0,0,1,0
Calhoun,President,,REP,RICK SANTORUM,0,0,0,0,0
Camden,President,,REP,RICK SANTORUM,4,4,0,0,0
Candler,President,,REP,RICK SANTORUM,1,0,0,0,1
Carroll,President,,REP,RICK SANTORUM,9,7,1,1,0
Catoosa,President,,REP,RICK SANTORUM,3,2,0,1,0
Charlton,President,,REP,RICK SANTORUM,0,0,0,0,0
