county,precinct,office,district,candidate,party,votes,absentee_by_mail,election_day,advance_in_person,provisional
Fulton,09M,Governor,,Shane Hazel,Lib,15,1,5,9,0
Fulton,10A,Governor,,Shane Hazel,Lib,10,1,6,3,0
Fulton,10B,Governor,,Shane Hazel,Lib,8,0,1,7,0
Fulton,10C,Governor,,Shane Hazel,Lib,4,0,1,3,0
Fulton,10D,Governor,,Shane Hazel,Lib,0,0,0,0,0
Fulton,10D2,Governor,,Shane Hazel,Lib,5,0,1,4,0
Fulton,10D1,Governor,,Shane Hazel,Lib,2,0,1,1,0
Fulton,10E,Governor,,Shane Hazel,Lib,2,0,1,1,0
Fulton,10F,Governor,,Shane Hazel,Lib,2,0,1,1,0
Fulton,10G,Governor,,Shane Hazel,Lib,3,0,2,1,0
Fulton,10H1,Governor,,Shane Hazel,Lib,1,0,0,1,0
Fulton,10H2,Governor,,Shane Hazel,Lib,7,0,3,3,1
Fulton,10I,Governor,,Shane Hazel,Lib,1,0,1,0,0
Fulton,10J,Governor,,Shane Hazel,Lib,1,0,0,1,0
Fulton,10K,Governor,,Shane Hazel,Lib,2,0,0,2,0
Fulton,10M,Governor,,Shane Hazel,Lib,7,0,5,1,1
Fulton,10P,Governor,,Shane Hazel,Lib,0,0,0,0,0
Fulton,10R,Governor,,Shane Hazel,Lib,1,0,1,0,0
Fulton,11B,Governor,,Shane Hazel,Lib,5,0,3,2,0
Fulton,11B2,Governor,,Shane Hazel,Lib,0,0,0,0,0
Fulton,11B1,Governor,,Shane Hazel,Lib,7,0,3,4,0
Fulton,11C,Governor,,Shane Hazel,Lib,1,0,1,0,0
Fulton,11C2,Governor,,Shane Hazel,Lib,6,0,3,3,0
Fulton,11C3,Governor,,Shane Hazel,Lib,2,0,0,2,0
Fulton,11E1,Governor,,Shane Hazel,Lib,3,0,2,1,0
Fulton,11E2,Governor,,Shane Hazel,Lib,7,0,2,5,0
Fulton,11E3,Governor,,Shane Hazel,Lib,5,0,2,3,0
Fulton,11G,Governor,,Shane Hazel,Lib,4,0,0,3,1
Fulton,11H,Governor,,Shane Hazel,Lib,0,0,0,0,0
Fulton,11J,Governor,,Shane Hazel,Lib,2,0,2,0,0
Fulton,11K,Governor,,Shane Hazel,Lib,6,1,2,3,0
Fulton,11M,Governor,,Shane Hazel,Lib,3,0,1,2,0
Fulton,11M1,Governor,,Shane Hazel,Lib,5,0,0,5,0
Fulton,11N,Governor,,Shane Hazel,Lib,3,0,3,0,0
Fulton,11P,Governor,,Shane Hazel,Lib,5,0,2,3,0
Fulton,11R,Governor,,Shane Hazel,Lib,3,0,0,3,0
Fulton,12A,Governor,,Shane Hazel,Lib,5,0,2,3,0
Fulton,12A1,Governor,,Shane Hazel,Lib,11,0,7,4,0
Fulton,12D,Governor,,Shane Hazel,Lib,4,0,4,0,0
Fulton,12E1,Governor,,Shane Hazel,Lib,6,2,2,2,0
Fulton,12E2,Governor,,Shane Hazel,Lib,0,0,0,0,0
Fulton,12F,Governor,,Shane Hazel,Lib,1,0,1,0,0
Fulton,12G,Governor,,Shane Hazel,Lib,1,0,1,0,0
Fulton,12H1,Governor,,Shane Hazel,Lib,1,0,1,0,0
Fulton,12H2,Governor,,Shane Hazel,Lib,5,0,1,4,0
Fulton,12I,Governor,,Shane Hazel,Lib,2,1,0,1,0
Fulton,12J,Governor,,Shane Hazel,Lib,5,0,2,3,0
Fulton,12K,Governor,,Shane Hazel,Lib,5,0,2,3,0
Fulton,12L,Governor,,Shane Hazel,Lib,2,0,0,2,0
Fulton,12M,Governor,,Shane Hazel,Lib,4,0,1,3,0
Fulton,12N,Governor,,Shane Hazel,Lib,1,0,1,0,0
Fulton,12S,Governor,,Shane Hazel,Lib,4,0,1,3,0
Fulton,AP01A,Governor,,Shane Hazel,Lib,10,1,5,4,0
Fulton,AP01B,Governor,,Shane Hazel,Lib,12,1,6,5,0
Fulton,AP01C,Governor,,Shane Hazel,Lib,7,0,2,5,0
Fulton,AP01D,Governor,,Shane Hazel,Lib,7,0,5,2,0
Fulton,AP01E,Governor,,Shane Hazel,Lib,0,0,0,0,0
Fulton,AP021,Governor,,Shane Hazel,Lib,15,1,9,5,0
Fulton,AP022,Governor,,Shane Hazel,Lib,14,0,7,7,0
Fulton,AP023,Governor,,Shane Hazel,Lib,8,0,2,6,0
Fulton,AP02B,Governor,,Shane Hazel,Lib,4,0,2,2,0
Fulton,AP03,Governor,,Shane Hazel,Lib,2,0,2,0,0
Fulton,AP04A,Governor,,Shane Hazel,Lib,26,4,11,11,0
Fulton,AP04B,Governor,,Shane Hazel,Lib,5,0,4,1,0
Fulton,AP05,Governor,,Shane Hazel,Lib,16,0,8,8,0
Fulton,AP06,Governor,,Shane Hazel,Lib,10,0,4,6,0
Fulton,AP07A,Governor,,Shane Hazel,Lib,20,1,10,9,0
Fulton,AP07C,Governor,,Shane Hazel,Lib,3,0,1,2,0
Fulton,AP07B,Governor,,Shane Hazel,Lib,3,0,1,2,0
Fulton,AP09A,Governor,,Shane Hazel,Lib,23,2,12,9,0
Fulton,AP09B,Governor,,Shane Hazel,Lib,6,0,1,5,0
Fulton,AP10,Governor,,Shane Hazel,Lib,5,0,2,3,0
Fulton,AP12A,Governor,,Shane Hazel,Lib,2,0,2,0,0
Fulton,AP12B,Governor,,Shane Hazel,Lib,6,1,2,3,0
Fulton,AP12C,Governor,,Shane Hazel,Lib,6,1,2,3,0
Fulton,AP12D,Governor,,Shane Hazel,Lib,0,0,0,0,0
Fulton,AP14,Governor,,Shane Hazel,Lib,0,0,0,0,0
Fulton,AP14A,Governor,,Shane Hazel,Lib,13,3,6,4,0
Fulton,CH01,Governor,,Shane Hazel,Lib,0,0,0,0,0
Fulton,CH02,Governor,,Shane Hazel,Lib,2,0,0,2,0
Fulton,CH03,Governor,,Shane Hazel,Lib,2,0,2,0,0
Fulton,CH04A,Governor,,Shane Hazel,Lib,4,0,1,3,0
Fulton,CH04B,Governor,,Shane Hazel,Lib,0,0,0,0,0
Fulton,CH05,Governor,,Shane Hazel,Lib,2,0,2,0,0
Fulton,CP011,Governor,,Shane Hazel,Lib,5,0,3,2,0
Fulton,CP012,Governor,,Shane Hazel,Lib,6,0,2,4,0
Fulton,CP01B,Governor,,Shane Hazel,Lib,3,0,2,1,0
Fulton,CP02,Governor,,Shane Hazel,Lib,6,1,3,2,0
Fulton,CP04A,Governor,,Shane Hazel,Lib,0,0,0,0,0
Fulton,CP04B,Governor,,Shane Hazel,Lib,0,0,0,0,0
Fulton,CP051,Governor,,Shane Hazel,Lib,0,0,0,0,0
Fulton,CP05C,Governor,,Shane Hazel,Lib,4,0,2,2,0
Fulton,CP052,Governor,,Shane Hazel,Lib,0,0,0,0,0
Fulton,CP05B,Governor,,Shane Hazel,Lib,0,0,0,0,0
Fulton,CP06A,Governor,,Shane Hazel,Lib,0,0,0,0,0
Fulton,CP06B,Governor,,Shane Hazel,Lib,0,0,0,0,0
Fulton,CP07A,Governor,,Shane Hazel,Lib,3,0,0,3,0
Fulton,CP07B,Governor,,Shane Hazel,Lib,0,0,0,0,0
Fulton,CP07C,Governor,,Shane Hazel,Lib,0,0,0,0,0
Fulton,CP07D,Governor,,Shane Hazel,Lib,0,0,0,0,0
Fulton,CP07E,Governor,,Shane Hazel,Lib,0,0,0,0,0
Fulton,CP07F,Governor,,Shane Hazel,Lib,0,0,0,0,0
Fulton,CP081,Governor,,Shane Hazel,Lib,0,0,0,0,0
Fulton,CP083,Governor,,Shane Hazel,Lib,0,0,0,0,0
Fulton,CP084,Governor,,Shane Hazel,Lib,0,0,0,0,0
Fulton,CP08A,Governor,,Shane Hazel,Lib,0,0,0,0,0
Fulton,EP01A,Governor,,Shane Hazel,Lib,12,0,9,3,0
Fulton,EP01B,Governor,,Shane Hazel,Lib,5,0,4,1,0
Fulton,EP01C,Governor,,Shane Hazel,Lib,5,0,3,2,0
Fulton,EP02A,Governor,,Shane Hazel,Lib,4,0,1,3,0
Fulton,EP02B,Governor,,Shane Hazel,Lib,7,1,3,3,0
Fulton,EP02C,Governor,,Shane Hazel,Lib,3,0,0,3,0
Fulton,EP02D,Governor,,Shane Hazel,Lib,1,0,0,1,0
Fulton,EP02E,Governor,,Shane Hazel,Lib,3,0,3,0,0
Fulton,EP03A,Governor,,Shane Hazel,Lib,13,1,3,9,0
Fulton,EP03B,Governor,,Shane Hazel,Lib,4,2,0,2,0
Fulton,EP04A,Governor,,Shane Hazel,Lib,3,0,2,0,1
Fulton,EP04B,Governor,,Shane Hazel,Lib,3,0,1,2,0
Fulton,EP04C,Governor,,Shane Hazel,Lib,7,0,2,5,0
Fulton,FA01A,Governor,,Shane Hazel,Lib,11,2,5,4,0
Fulton,FA01B,Governor,,Shane Hazel,Lib,18,1,6,11,0
Fulton,FA01C,Governor,,Shane Hazel,Lib,1,0,1,0,0
Fulton,FA01D,Governor,,Shane Hazel,Lib,2,1,0,1,0
Fulton,FC02,Governor,,Shane Hazel,Lib,1,0,0,1,0
Fulton,HP01,Governor,,Shane Hazel,Lib,17,0,12,5,0
Fulton,JC01,Governor,,Shane Hazel,Lib,20,0,13,7,0
Fulton,JC01A,Governor,,Shane Hazel,Lib,12,0,9,3,0
Fulton,JC02,Governor,,Shane Hazel,Lib,12,1,7,4,0
Fulton,JC03A,Governor,,Shane Hazel,Lib,1,0,0,1,0
Fulton,JC03B,Governor,,Shane Hazel,Lib,15,0,10,5,0
Fulton,JC04A,Governor,,Shane Hazel,Lib,14,1,6,7,0
Fulton,JC04B,Governor,,Shane Hazel,Lib,3,0,0,3,0
Fulton,JC04C,Governor,,Shane Hazel,Lib,8,1,4,3,0
Fulton,JC05,Governor,,Shane Hazel,Lib,8,0,5,3,0
Fulton,JC06,Governor,,Shane Hazel,Lib,12,1,8,3,0
Fulton,JC07,Governor,,Shane Hazel,Lib,21,3,13,5,0
Fulton,JC08,Governor,,Shane Hazel,Lib,15,1,5,9,0
Fulton,JC09,Governor,,Shane Hazel,Lib,13,0,10,3,0
Fulton,JC10,Governor,,Shane Hazel,Lib,13,2,1,10,0
Fulton,JC11,Governor,,Shane Hazel,Lib,12,1,5,6,0
Fulton,JC12,Governor,,Shane Hazel,Lib,14,1,2,11,0
Fulton,JC13A,Governor,,Shane Hazel,Lib,9,0,4,5,0
Fulton,JC13B,Governor,,Shane Hazel,Lib,0,0,0,0,0
Fulton,JC14,Governor,,Shane Hazel,Lib,9,0,5,4,0
Fulton,JC15,Governor,,Shane Hazel,Lib,7,1,1,5,0
Fulton,JC16,Governor,,Shane Hazel,Lib,16,2,8,6,0
Fulton,JC18,Governor,,Shane Hazel,Lib,16,0,7,9,0
Fulton,JC19A,Governor,,Shane Hazel,Lib,22,1,13,8,0
Fulton,JC19,Governor,,Shane Hazel,Lib,6,0,2,4,0
Fulton,ML01A,Governor,,Shane Hazel,Lib,8,0,5,3,0
Fulton,ML01B,Governor,,Shane Hazel,Lib,6,0,3,3,0
Fulton,ML01C,Governor,,Shane Hazel,Lib,0,0,0,0,0
Fulton,ML02A,Governor,,Shane Hazel,Lib,11,0,5,6,0
Fulton,ML02B,Governor,,Shane Hazel,Lib,14,3,4,7,0
Fulton,ML03,Governor,,Shane Hazel,Lib,12,0,4,8,0
Fulton,ML03A,Governor,,Shane Hazel,Lib,5,2,1,2,0
Fulton,ML04,Governor,,Shane Hazel,Lib,16,1,4,11,0
Fulton,ML05,Governor,,Shane Hazel,Lib,20,1,8,11,0
Fulton,ML06A,Governor,,Shane Hazel,Lib,5,0,3,2,0
Fulton,ML06B,Governor,,Shane Hazel,Lib,15,0,5,10,0
Fulton,ML07A,Governor,,Shane Hazel,Lib,2,0,1,1,0
Fulton,ML07B,Governor,,Shane Hazel,Lib,12,3,4,5,0
Fulton,MP01,Governor,,Shane Hazel,Lib,1,0,1,0,0
Fulton,PA01,Governor,,Shane Hazel,Lib,11,0,5,6,0
Fulton,RW01,Governor,,Shane Hazel,Lib,29,4,11,14,0
Fulton,RW02,Governor,,Shane Hazel,Lib,33,0,16,17,0
Fulton,RW03,Governor,,Shane Hazel,Lib,4,0,3,1,0
Fulton,RW03B,Governor,,Shane Hazel,Lib,12,0,6,6,0
Fulton,RW03A,Governor,,Shane Hazel,Lib,8,1,4,3,0
Fulton,RW03C,Governor,,Shane Hazel,Lib,10,0,7,3,0
Fulton,RW04,Governor,,Shane Hazel,Lib,16,1,11,4,0
Fulton,RW05,Governor,,Shane Hazel,Lib,6,1,2,3,0
Fulton,RW05A,Governor,,Shane Hazel,Lib,9,0,8,1,0
Fulton,RW06,Governor,,Shane Hazel,Lib,21,0,11,10,0
Fulton,RW07A,Governor,,Shane Hazel,Lib,4,0,2,2,0
Fulton,RW07B,Governor,,Shane Hazel,Lib,3,0,2,1,0
Fulton,RW08,Governor,,Shane Hazel,Lib,13,4,7,2,0
Fulton,RW09,Governor,,Shane Hazel,Lib,21,3,10,8,0
Fulton,RW09A,Governor,,Shane Hazel,Lib,11,0,7,4,0
Fulton,RW10,Governor,,Shane Hazel,Lib,18,2,10,6,0
Fulton,RW10A,Governor,,Shane Hazel,Lib,7,0,4,3,0
Fulton,RW11A,Governor,,Shane Hazel,Lib,8,0,4,4,0
Fulton,RW11B,Governor,,Shane Hazel,Lib,0,0,0,0,0
Fulton,RW12,Governor,,Shane Hazel,Lib,10,0,5,5,0
Fulton,RW12A,Governor,,Shane Hazel,Lib,20,1,11,8,0
Fulton,RW13,Governor,,Shane Hazel,Lib,13,0,8,5,0
Fulton,RW16,Governor,,Shane Hazel,Lib,9,0,6,3,0
Fulton,RW17,Governor,,Shane Hazel,Lib,20,0,8,12,0
Fulton,RW19,Governor,,Shane Hazel,Lib,20,1,8,11,0
Fulton,RW20,Governor,,Shane Hazel,Lib,15,0,6,9,0
Fulton,RW21,Governor,,Shane Hazel,Lib,1,0,1,0,0
Fulton,RW21A,Governor,,Shane Hazel,Lib,7,0,3,4,0
Fulton,RW22A,Governor,,Shane Hazel,Lib,22,2,9,11,0
Fulton,RW22C,Governor,,Shane Hazel,Lib,0,0,0,0,0
Fulton,RW22B,Governor,,Shane Hazel,Lib,0,0,0,0,0
Fulton,SC01A,Governor,,Shane Hazel,Lib,1,0,1,0,0
Fulton,SC01B,Governor,,Shane Hazel,Lib,7,0,0,7,0
Fulton,SC01C,Governor,,Shane Hazel,Lib,4,0,1,3,0
Fulton,SC02,Governor,,Shane Hazel,Lib,1,0,1,0,0
Fulton,SC02A,Governor,,Shane Hazel,Lib,1,0,0,1,0
Fulton,SC04,Governor,,Shane Hazel,Lib,5,0,2,3,0
Fulton,SC05A,Governor,,Shane Hazel,Lib,0,0,0,0,0
Fulton,SC05B,Governor,,Shane Hazel,Lib,3,0,0,3,0
Fulton,SC05C,Governor,,Shane Hazel,Lib,5,0,4,1,0
Fulton,SC05D,Governor,,Shane Hazel,Lib,6,0,3,3,0
Fulton,SC05E,Governor,,Shane Hazel,Lib,2,1,0,1,0
Fulton,SC07A,Governor,,Shane Hazel,Lib,17,0,6,11,0
Fulton,SC07B,Governor,,Shane Hazel,Lib,0,0,0,0,0
Fulton,SC07C,Governor,,Shane Hazel,Lib,0,0,0,0,0
Fulton,SC07D,Governor,,Shane Hazel,Lib,2,0,0,2,0
Fulton,SC07E,Governor,,Shane Hazel,Lib,1,0,0,1,0
Fulton,SC08A,Governor,,Shane Hazel,Lib,0,0,0,0,0
Fulton,SC08J,Governor,,Shane Hazel,Lib,0,0,0,0,0
Fulton,SC08B,Governor,,Shane Hazel,Lib,9,2,2,5,0
Fulton,SC08I,Governor,,Shane Hazel,Lib,0,0,0,0,0
Fulton,SC08C,Governor,,Shane Hazel,Lib,0,0,0,0,0
Fulton,SC08D,Governor,,Shane Hazel,Lib,0,0,0,0,0
Fulton,SC08E,Governor,,Shane Hazel,Lib,4,0,2,2,0
Fulton,SC08F,Governor,,Shane Hazel,Lib,1,0,1,0,0
Fulton,SC08G,Governor,,Shane Hazel,Lib,0,0,0,0,0
Fulton,SC08H,Governor,,Shane Hazel,Lib,0,0,0,0,0
Fulton,SC09A,Governor,,Shane Hazel,Lib,2,0,0,2,0
Fulton,SC09B,Governor,,Shane Hazel,Lib,5,2,1,2,0
Fulton,SC09C,Governor,,Shane Hazel,Lib,0,0,0,0,0
Fulton,SC10,Governor,,Shane Hazel,Lib,2,0,1,1,0
Fulton,SC11A,Governor,,Shane Hazel,Lib,5,0,1,4,0
Fulton,SC11B,Governor,,Shane Hazel,Lib,5,1,1,3,0
Fulton,SC13,Governor,,Shane Hazel,Lib,4,0,1,3,0
Fulton,SC13A,Governor,,Shane Hazel,Lib,2,0,0,2,0
Fulton,SC14A,Governor,,Shane Hazel,Lib,3,1,1,1,0
Fulton,SC15,Governor,,Shane Hazel,Lib,7,0,2,5,0
Fulton,SC15A,Governor,,Shane Hazel,Lib,9,0,2,7,0
Fulton,SC16A,Governor,,Shane Hazel,Lib,2,0,1,1,0
Fulton,SC16B,Governor,,Shane Hazel,Lib,2,0,0,2,0
Fulton,SC17A,Governor,,Shane Hazel,Lib,0,0,0,0,0
Fulton,SC17B,Governor,,Shane Hazel,Lib,0,0,0,0,0
Fulton,SC17C,Governor,,Shane Hazel,Lib,0,0,0,0,0
Fulton,SC18A,Governor,,Shane Hazel,Lib,2,0,0,2,0
Fulton,SC18B,Governor,,Shane Hazel,Lib,1,0,1,0,0
Fulton,SC18C,Governor,,Shane Hazel,Lib,3,0,2,1,0
Fulton,SC18D,Governor,,Shane Hazel,Lib,0,0,0,0,0
Fulton,SC19A,Governor,,Shane Hazel,Lib,0,0,0,0,0
Fulton,SC19B,Governor,,Shane Hazel,Lib,4,0,0,4,0
Fulton,SC20,Governor,,Shane Hazel,Lib,2,0,1,1,0
Fulton,SC211,Governor,,Shane Hazel,Lib,5,1,3,1,0
Fulton,SC212,Governor,,Shane Hazel,Lib,8,0,7,1,0
Fulton,SC21A,Governor,,Shane Hazel,Lib,0,0,0,0,0
Fulton,SC23A,Governor,,Shane Hazel,Lib,6,0,3,3,0
Fulton,SC23B,Governor,,Shane Hazel,Lib,0,0,0,0,0
Fulton,SC23C,Governor,,Shane Hazel,Lib,4,1,1,2,0
Fulton,SC27,Governor,,Shane Hazel,Lib,5,0,2,3,0
Fulton,SC29A,Governor,,Shane Hazel,Lib,5,0,1,4,0
Fulton,SC29B,Governor,,Shane Hazel,Lib,0,0,0,0,0
Fulton,SC30A,Governor,,Shane Hazel,Lib,2,0,1,1,0
Fulton,SC30B,Governor,,Shane Hazel,Lib,2,0,1,1,0
Fulton,SC31,Governor,,Shane Hazel,Lib,0,0,0,0,0
Fulton,SC32,Governor,,Shane Hazel,Lib,0,0,0,0,0
Fulton,SC33,Governor,,Shane Hazel,Lib,0,0,0,0,0
Fulton,SS01,Governor,,Shane Hazel,Lib,14,0,3,11,0
Fulton,SS01A,Governor,,Shane Hazel,Lib,7,0,3,4,0
Fulton,SS02A,Governor,,Shane Hazel,Lib,3,0,1,2,0
Fulton,SS02B,Governor,,Shane Hazel,Lib,8,1,2,5,0
Fulton,SS03A,Governor,,Shane Hazel,Lib,3,0,2,1,0
Fulton,SS03,Governor,,Shane Hazel,Lib,7,0,3,4,0
Fulton,SS04A,Governor,,Shane Hazel,Lib,1,0,1,0,0
Fulton,SS04,Governor,,Shane Hazel,Lib,17,2,7,8,0
Fulton,SS05,Governor,,Shane Hazel,Lib,13,1,4,8,0
Fulton,SS06,Governor,,Shane Hazel,Lib,4,0,2,2,0
Fulton,SS07A,Governor,,Shane Hazel,Lib,7,0,2,5,0
Fulton,SS07B,Governor,,Shane Hazel,Lib,4,0,1,3,0
Fulton,SS07C,Governor,,Shane Hazel,Lib,8,3,3,2,0
Fulton,SS07D,Governor,,Shane Hazel,Lib,0,0,0,0,0
Fulton,SS08A,Governor,,Shane Hazel,Lib,5,0,4,1,0
Fulton,SS08B,Governor,,Shane Hazel,Lib,2,0,1,1,0
Fulton,SS08E,Governor,,Shane Hazel,Lib,0,0,0,0,0
Fulton,SS08C,Governor,,Shane Hazel,Lib,3,0,2,1,0
Fulton,SS08D,Governor,,Shane Hazel,Lib,4,0,1,3,0
Fulton,SS09A,Governor,,Shane Hazel,Lib,14,0,9,5,0
Fulton,SS09B,Governor,,Shane Hazel,Lib,10,2,3,5,0
Fulton,SS11A,Governor,,Shane Hazel,Lib,9,0,5,4,0
Fulton,SS11B,Governor,,Shane Hazel,Lib,8,0,4,4,0
Fulton,SS11C,Governor,,Shane Hazel,Lib,0,0,0,0,0
Fulton,SS11D,Governor,,Shane Hazel,Lib,0,0,0,0,0
Fulton,SS12,Governor,,Shane Hazel,Lib,9,2,2,5,0
Fulton,SS13A,Governor,,Shane Hazel,Lib,11,0,6,5,0
Fulton,SS13B,Governor,,Shane Hazel,Lib,3,0,2,1,0
Fulton,SS14,Governor,,Shane Hazel,Lib,2,0,0,2,0
Fulton,SS15A,Governor,,Shane Hazel,Lib,6,0,3,3,0
Fulton,SS15B,Governor,,Shane Hazel,Lib,3,0,3,0,0
Fulton,SS16,Governor,,Shane Hazel,Lib,11,0,8,3,0
Fulton,SS17,Governor,,Shane Hazel,Lib,10,0,6,4,0
Fulton,SS18A,Governor,,Shane Hazel,Lib,1,0,1,0,0
Fulton,SS18C,Governor,,Shane Hazel,Lib,0,0,0,0,0
Fulton,SS18B,Governor,,Shane Hazel,Lib,0,0,0,0,0
Fulton,SS19A,Governor,,Shane Hazel,Lib,16,0,10,6,0
Fulton,SS19B,Governor,,Shane Hazel,Lib,8,0,6,2,0
Fulton,SS20,Governor,,Shane Hazel,Lib,7,0,0,7,0
Fulton,SS22,Governor,,Shane Hazel,Lib,7,1,4,2,0
Fulton,SS26,Governor,,Shane Hazel,Lib,9,1,5,3,0
Fulton,SS29A,Governor,,Shane Hazel,Lib,10,0,4,6,0
Fulton,SS29B,Governor,,Shane Hazel,Lib,0,0,0,0,0
Fulton,SS31,Governor,,Shane Hazel,Lib,7,0,2,5,0
Fulton,UC01A,Governor,,Shane Hazel,Lib,4,0,2,2,0
Fulton,UC01B,Governor,,Shane Hazel,Lib,0,0,0,0,0
Fulton,UC01C,Governor,,Shane Hazel,Lib,0,0,0,0,0
Fulton,UC01D,Governor,,Shane Hazel,Lib,0,0,0,0,0
Fulton,UC01E,Governor,,Shane Hazel,Lib,0,0,0,0,0
Fulton,UC02A,Governor,,Shane Hazel,Lib,1,0,0,1,0
Fulton,UC02E,Governor,,Shane Hazel,Lib,12,0,3,8,1
Fulton,UC02B,Governor,,Shane Hazel,Lib,0,0,0,0,0
Fulton,UC02C,Governor,,Shane Hazel,Lib,0,0,0,0,0
Fulton,UC02D,Governor,,Shane Hazel,Lib,11,1,6,4,0
Fulton,UC031,Governor,,Shane Hazel,Lib,4,1,1,2,0
Fulton,UC032,Governor,,Shane Hazel,Lib,0,0,0,0,0
Fulton,UC033,Governor,,Shane Hazel,Lib,0,0,0,0,0
Fulton,UC035,Governor,,Shane Hazel,Lib,0,0,0,0,0
Fulton,01A,Lieutenant Governor,,Burt Jones,Rep,211,8,93,110,0
Fulton,01B,Lieutenant Governor,,Burt Jones,Rep,280,8,177,95,0
Fulton,01C,Lieutenant Governor,,Burt Jones,Rep,24,1,13,10,0
Fulton,01D,Lieutenant Governor,,Burt Jones,Rep,44,0,26,18,0
Fulton,01E,Lieutenant Governor,,Burt Jones,Rep,248,20,120,108,0
Fulton,01F,Lieutenant Governor,,Burt Jones,Rep,18,0,9,9,0
Fulton,01G,Lieutenant Governor,,Burt Jones,Rep,81,1,50,30,0
Fulton,01H,Lieutenant Governor,,Burt Jones,Rep,15,1,5,9,0
Fulton,01I,Lieutenant Governor,,Burt Jones,Rep,0,0,0,0,0
Fulton,01J,Lieutenant Governor,,Burt Jones,Rep,43,6,14,23,0
Fulton,01P,Lieutenant Governor,,Burt Jones,Rep,17,0,12,5,0
Fulton,01R,Lieutenant Governor,,Burt Jones,Rep,9,0,7,2,0
Fulton,01S,Lieutenant Governor,,Burt Jones,Rep,45,4,26,15,0
Fulton,01T,Lieutenant Governor,,Burt Jones,Rep,62,5,29,28,0
Fulton,02A,Lieutenant Governor,,Burt Jones,Rep,340,15,108,217,0
Fulton,02A1,Lieutenant Governor,,Burt Jones,Rep,207,9,65,133,0
Fulton,02B,Lieutenant Governor,,Burt Jones,Rep,105,4,51,50,0
Fulton,02C,Lieutenant Governor,,Burt Jones,Rep,72,6,31,35,0
Fulton,02D,Lieutenant Governor,,Burt Jones,Rep,337,9,164,162,2
Fulton,02E,Lieutenant Governor,,Burt Jones,Rep,117,2,76,39,0
Fulton,02F1,Lieutenant Governor,,Burt Jones,Rep,221,6,84,131,0
Fulton,02F2,Lieutenant Governor,,Burt Jones,Rep,52,1,22,29,0
Fulton,02G,Lieutenant Governor,,Burt Jones,Rep,299,10,131,158,0
Fulton,02J,Lieutenant Governor,,Burt Jones,Rep,135,13,60,61,1
Fulton,02K,Lieutenant Governor,,Burt Jones,Rep,115,5,47,62,1
Fulton,02L1,Lieutenant Governor,,Burt Jones,Rep,421,18,163,240,0
Fulton,02L1A,Lieutenant Governor,,Burt Jones,Rep,152,11,76,65,0
Fulton,02L2,Lieutenant Governor,,Burt Jones,Rep,177,4,73,100,0
Fulton,02S,Lieutenant Governor,,Burt Jones,Rep,28,1,14,13,0
Fulton,02W,Lieutenant Governor,,Burt Jones,Rep,56,4,22,30,0
Fulton,03A,Lieutenant Governor,,Burt Jones,Rep,26,1,14,10,1
Fulton,03B,Lieutenant Governor,,Burt Jones,Rep,5,0,1,4,0
Fulton,03C,Lieutenant Governor,,Burt Jones,Rep,31,2,12,16,1
Fulton,03D,Lieutenant Governor,,Burt Jones,Rep,17,0,11,6,0
Fulton,03E,Lieutenant Governor,,Burt Jones,Rep,30,0,20,10,0
Fulton,03F,Lieutenant Governor,,Burt Jones,Rep,143,5,67,71,0
Fulton,03G,Lieutenant Governor,,Burt Jones,Rep,8,0,6,2,0
Fulton,03H,Lieutenant Governor,,Burt Jones,Rep,12,0,3,9,0
Fulton,03I,Lieutenant Governor,,Burt Jones,Rep,58,0,21,37,0
Fulton,03L,Lieutenant Governor,,Burt Jones,Rep,10,0,6,4,0
Fulton,03M,Lieutenant Governor,,Burt Jones,Rep,85,1,64,20,0
Fulton,03N,Lieutenant Governor,,Burt Jones,Rep,43,1,29,13,0
Fulton,03P1A,Lieutenant Governor,,Burt Jones,Rep,220,12,109,97,2
Fulton,03P1B,Lieutenant Governor,,Burt Jones,Rep,0,0,0,0,0
Fulton,03P2,Lieutenant Governor,,Burt Jones,Rep,1,0,0,1,0
Fulton,03S,Lieutenant Governor,,Burt Jones,Rep,13,1,7,5,0
Fulton,03T,Lieutenant Governor,,Burt Jones,Rep,31,0,16,15,0
Fulton,04A,Lieutenant Governor,,Burt Jones,Rep,14,0,7,7,0
Fulton,04B,Lieutenant Governor,,Burt Jones,Rep,32,1,15,16,0
Fulton,04C,Lieutenant Governor,,Burt Jones,Rep,1,0,1,0,0
Fulton,04D,Lieutenant Governor,,Burt Jones,Rep,38,2,22,14,0
Fulton,04F,Lieutenant Governor,,Burt Jones,Rep,84,4,35,44,1
Fulton,04G,Lieutenant Governor,,Burt Jones,Rep,16,0,9,7,0
Fulton,04I,Lieutenant Governor,,Burt Jones,Rep,31,3,12,16,0
Fulton,04J,Lieutenant Governor,,Burt Jones,Rep,5,0,3,2,0
Fulton,04K,Lieutenant Governor,,Burt Jones,Rep,31,0,15,16,0
Fulton,04L,Lieutenant Governor,,Burt Jones,Rep,39,2,15,22,0
Fulton,04M,Lieutenant Governor,,Burt Jones,Rep,9,1,6,2,0
Fulton,04S,Lieutenant Governor,,Burt Jones,Rep,47,1,22,23,1
Fulton,04T,Lieutenant Governor,,Burt Jones,Rep,22,0,8,14,0
